TKR181200217	PLANET-seq_1
SRR3709942	H3K27me3_WT_low_Pi_rep1
SRR3709941	H3K27me3_OTU5_control_rep2
SRR3709940	H3K27me3_OTU5_control_rep1
SRR5833596	exoChIP_nrpd1-3
SRR5833597	exoChIP_nrpe1-11
SRR5833595	exoChIP_Col-0
SRR2145283	ChIP_Seq_GNL-GATA22_IP_35S::GNL:YFP:HA:GR_gnc_gnl_4hrs_Mock
SRR2145282	ChIP_Seq_GNL-GATA22_IP_35S::GNL:YFP:HA:GR_gnc_gnl_4hrs_10uM_Dexamethasone
SRR2145281	ChIP_Seq_GNL-GATA22_IP_35S::GNL:YFP:HA:GR_gnc_gnl_4hrs_10uM_Dexamethasone
SRR2145280	ChIP_Seq_GNL-GATA22_IP_35S::GNL:YFP:HA:GR_gnc_gnl_4hrs_10uM_Dexamethasone
SRR038849	AP1-GR_uninduced_control_1
SRR038848	AP1-GR_uninduced_control_1
SRR2145285	ChIP_Seq_GNL-GATA22_IP_35S::GNL:YFP:HA:GR_gnc_gnl_4hrs_Mock
SRR2145284	ChIP_Seq_GNL-GATA22_IP_35S::GNL:YFP:HA:GR_gnc_gnl_4hrs_Mock
SRR038845	AP1-GR_2h_induced_sample_1
SRR038847	AP1-GR_2h_induced_sample_2
SRR038846	AP1-GR_2h_induced_sample_2
SRR5364434	H3.3KD_H1_#2
SRR5364435	H3.3KD_H3K4me3_#1
SRR5364436	H33KD_H3K4me3_#2
SRR5364437	H3.3KD_H3K36me3_#1
SRR5364430	H3.3KD_H3_#2
SRR5364431	H3.3KD_H2A.Z_#1
SRR5364432	H33KD_H2AZ_#2
SRR5364433	H3.3KD_H1_#1
SRR5364438	H3.3KD_H3K36me3_#2
SRR851693	SEP3_ChIP-seq_4d_biological_reps_1_and_2
SRR1005423	WT_H3K9me2_LJ_ChIP
SRR1005422	WT_H3K9me1_LJ_ChIP
SRR5313784	ChIPseq_PolIISer2P_WT_ChIP
SRR1818407	WK33-HA_Bc_14h_rep2
SRR1818406	WK33-HA_Bc_14h_rep1
SRR1818405	WK33-HA_Bc_14h_rep1
SRR1818404	WK33-HA_mock_14h_input_rep2
SRR2243598	brm_REF6-REF6-GFP_input
SRR2243599	BRM-BRM-GFP_Input
SRR1818401	WK33-HA_mock_14h_rep2
SRR1818400	WK33-HA_mock_14h_rep1
SRR2243594	BRMGFPIP
SRR3271828	35S::FRG1-YFP_ACC_R1
SRR2243596	REF6GFPIP
SRR2243597	REF6-REF6-GFP_input
SRR1818409	WK33-HA_Bc_14h_input_rep1
SRR3271829	35S::FRG1-YFP_ACC_R2
SRR3610977	ChIP_TSA_16h_rep2
SRR3610976	ChIP_TSA_16h_rep1
SRR3610975	ChIP_TSA_16h_rep1
SRR3610974	ChIP_TSA_16h_rep1
SRR3610973	ChIP_TSA_16h_rep1
SRR5313785	ChIPseq_PolIISer2P_WT_input
SRR3610971	CHIP_GSNO_cPTIO_16h_rep2
SRR3610970	CHIP_GSNO_cPTIO_16h_rep2
ERR860849	APO_input
SRR3610979	ChIP_TSA_16h_rep2
SRR3610978	ChIP_TSA_16h_rep2
SRR6364627	HD2C-FLAG-CHIP
SRR3610999	input_GSH_3h_rep1
SRR3610998	input_GSH_3h_rep1
SRR1635837	Plant_shoots_sample_from_Arabidopsis_thaliana
SRR5313786	ChIPseq_PolIISer5P_ago1-36_ChIP
SRR3938620	
SRR3610991	input_GSNO_3h_rep1
SRR3610990	input_GSNO_3h_rep1
SRR3610993	input_GSNO_3h_rep2
SRR3610992	input_GSNO_3h_rep1
SRR3610995	input_GSNO_3h_rep2
SRR3610994	input_GSNO_3h_rep2
SRR3610997	input_GSH_3h_rep1
SRR3610996	input_GSNO_3h_rep2
ERR860840	TSA_input
ERR860841	CONTROL_input
SRR5681407	at-endosperm-input_replicate1_col_wt_x_col_2n-ahl10
SRR5681406	at-endosperm-h3_replicate1_col_wt_x_col_2n-ahl10
SRR5681405	at-endosperm-h3k9m2_replicate1_col_wt_x_col_2n-ahl10
SRR5681404	at-endosperm-input_replicate1_col_wt_x_col_4n-ahl10
SRR5681403	at-endosperm-h3_replicate1_col_wt_x_col_4n-ahl10
SRR5681402	at-endosperm-h3k9m2_replicate1_col_wt_x_col_4n-ahl10
SRR5681401	at-endosperm-input_replicate1_col_wt_x_col_2n-suvh2-9
SRR5681400	at-endosperm-h3_replicate1_col_wt_x_col_2n-suvh2-9
SRR6207345	H3.1
SRR6207346	H3.3
SRR5681409	at-endosperm-h3_replicate2_col_wt_x_col_wt
SRR5681408	at-endosperm-h3k9m2_replicate2_col_wt_x_col_wt
SRR643939	PIF1-peaks-2
SRR643938	PIF1-peaks-1
SRR4113403	phyB-myc_ChIP_17C_Mnase
SRR4113404	phyB-myc_ChIP_27C_Mnase
SRR4113406	phyB-FLAG_ChIP_17C_Sonic
SRR4113407	phyB-FLAG_ChIP_27C_Sonic
SRR1635391	Plant_shoots_sample_from_Arabidopsis_thaliana
SRR3133902	
DRR072869	ldl2_T-DNA
SRR851699	AP1_ChIP-seq_4d_biological_reps_1_and_2
ERR860854	CONTROL_input
ERR860851	TSA_input
ERR860850	APO_input
ERR860853	CONTROL_input
ERR860852	TSA_input
SRR851698	AP1_ChIP-seq_4d_biological_reps_1_and_2
SRR2932272	H3_ws_gcn5_Rep1
SRR094076	2C_wild-type
SRR094077	2C_wild-type
SRR094075	2C_wild-type
SRR645814	Col-0_3-day_etiolated_seedlings,_1_hour_ethylene_treatment
SRR645815	Col-0_3-day_etiolated_seedlings,_1_hour_ethylene_treatment
SRR645816	Col-0_3-day_etiolated_seedlings,_1_hour_ethylene_treatment
SRR645817	Col-0_3-day_etiolated_seedlings,_1_hour_ethylene_treatment
SRR2046519	FHY3_ChIP-seq2
SRR2046518	FHY3_ChIP-seq1
SRR094078	4C_wild-type
SRR094079	4C_wild-type
SRR094085	2C_atxr5_atxr6
SRR2085418	mCHH_rep1
SRR3228530	pold2_H3K9me2
SRR3228531	pold2_H3
SRR3228532	pold2_INPUT
SRR3486601	COL_ENAP1_air_ChIPseq_rep1
SRR3486602	COL_ENAP1_air_ChIPseq_rep2
SRR3486603	COL_air_ENAP1_input_rep1
SRR3486604	COL_air_ENAP1_input_rep2
SRR3486605	COL_ENAP1_C2H4_ChIPseq_rep1
SRR3486606	COL_ENAP1_C2H4_ChIPseq_rep2
SRR3486607	COL_C2H4_ENAP1_input_rep1
SRR3486608	COL_C2H4_ENAP1_input_rep2
SRR3486609	ein2_ENAP1_air_ChIPseq_rep1
ERR274508	WT_H3K4me3
ERR274509	saline_H3K27me3
ERR274502	saline_H3K4me2
ERR274503	E-MTAB-1663:24hCS
ERR274504	saline_H3K4me3
ERR274505	WT_H3K4me2 
ERR274506	WT_H3K27me3 
ERR274507	WT_H3K4me3
SRR6184648	WT_H3K27me3	
SRR6184649	WT_RNApolII
SRR942001	Col_H3K4m2_ChIP_(replicate_1)_A,_B,_C
SRR942000	Col_H3K4m2_ChIP_(replicate_1)_A,_B,_C
SRR942007	jmj14_ldl1_ldl2_H3K4m2_ChIP_(replicate_1)_A,_B
SRR942006	jmj14_ldl1_ldl2_H3K4m2_ChIP_(replicate_1)_A,_B
SRR942005	ldl1_ldl2_H3K4m2_ChIP_(replicate_1)_A,_B
SRR3486615	ein2_C2H4_ENAP1_input_rep1
SRR942009	jmj14_H3K4m3_ChIP_(replicate_1)
SRR942008	Col_H3K4m3_ChIP_(replicate_1)
SRR6184644	arp6_RNApolII	
SRR6184646	arp6_H3K4me3
SRR6184647	arp6_H3K27me3
SRR3418052	AT1G77450_ANAC032_ABA_ChIP_rep1
SRR3418053	AT1G77450_ANAC032_EtOH_ChIP_rep1
SRR3418050	AT5G63790_ANAC102_ABA_ChIP_rep2
SRR3418051	AT5G63790_ANAC102_EtOH_ChIP_rep2
SRR3418056	AT1G77450_ANAC032_ABA_ChIP_rep3
SRR3418057	AT1G77450_ANAC032_EtOH_ChIP_rep3
SRR3418054	AT1G77450_ANAC032_ABA_ChIP_rep2
SRR3418055	AT1G77450_ANAC032_EtOH_ChIP_rep2
SRR3418058	AT1G56170_NFYC2_ABA_ChIP_rep1
SRR3418059	AT1G56170_NFYC2_EtOH_ChIP_rep1
SRR1931609	tfl2_2_neg_ChIPseq
SRR1931608	tfl2_2_H3K27me3_ChIPseq
SRR3234416	HTA11_ChIP-seq_17c_15min_rep3
SRR3234417	HTA11_ChIP-seq_17c_1hr_rep1
SRR3234414	HTA11_ChIP-seq_17c_15min_rep1
SRR3234415	HTA11_ChIP-seq_17c_15min_rep2
SRR3234418	HTA11_ChIP-seq_17c_1hr_rep2
SRR3234419	HTA11_ChIP-seq_17c_1hr_rep3
SRR2932273	H3_ws_gcn5_Rep2
SRR4733910	H3K9me2_in_WT
SRR4733911	H3K27me3_in_WT
SRR3611004	input_GSH_3h_rep2
SRR3611005	input_GSNO_cPTIO_3h_rep1
SRR3611006	input_GSNO_cPTIO_3h_rep1
SRR3611007	input_GSNO_cPTIO_3h_rep1
SRR3611000	input_GSH_3h_rep1
SRR3611001	input_GSH_3h_rep2
SRR3611002	input_GSH_3h_rep2
SRR3611003	input_GSH_3h_rep2
SRR3611008	input_GSNO_cPTIO_3h_rep1
SRR3611009	input_GSNO_cPTIO_3h_rep2
SRR3040031	ChIPSeq-PIF5_IgG_Rep2
SRR3040030	ChIPSeq-PIF5_IgG_Rep1
SRR1635636	Plant_shoots_sample_from_Arabidopsis_thaliana
SRR5224488	acc1-5_H4K16ac_rep1
SRR5224489	acc1-5_acla-1i-1_mock_input
SRR5224482	acc1-5_H3K9ac_rep1
SRR5224483	acc1-5_H3K14ac_rep1
SRR5224480	WT_H4K12ac_rep1
SRR5224481	WT_H4K16ac_rep1
SRR5224486	acc1-5_H4K8ac_rep1
SRR5224487	acc1-5_H4K12ac_rep1
SRR5224484	acc1-5_H3K18ac_rep1
SRR5224485	acc1-5_H4K5ac_rep1
SRR6080590	ChIPseq_AGO1_brm-4_ChIP
SRR038850	AP1-GR_uninduced_control_2
SRR1976456	CCA1-ChIP_Illumina
SRR2932281	H3K36me3_ws_wt_Rep2
ERR970479	histone_PE8_(SOW,_EOD,_BR1)
ERR970478	histone_PE7_(SOW,_EON,_BR1)
SRR2932283	input_Col_sdg8_Rep2
ERR970483	histone_PE43_(SWD,_EOD,_BR1)
SRR2932285	H3_Col_sdg8_Rep2
SRR2932284	H3_Col_sdg8_Rep1
SRR2932287	H3K36ac_Col_sdg8_Rep2
SRR037884	ChIP-seq_of_histone_modifications_with_aerial_tissue_of_two-weeks_old_seedlings
SRR037885	ChIP-seq_of_histone_modifications_with_aerial_tissue_of_two-weeks_old_seedlings
SRR2932286	H3K36ac_Col_sdg8_Rep1
SRR037880	ChIP-seq_of_histone_modifications_with_aerial_tissue_of_two-weeks_old_seedlings
SRR037881	ChIP-seq_of_histone_modifications_with_aerial_tissue_of_two-weeks_old_seedlings
SRR037882	ChIP-seq_of_histone_modifications_with_aerial_tissue_of_two-weeks_old_seedlings
SRR037883	ChIP-seq_of_histone_modifications_with_aerial_tissue_of_two-weeks_old_seedlings
SRR2932289	input_Col_wt_Rep2
SRR4010800	H3-ChIP_25°C_biological_replicate_C
SRR2932288	input_Col_wt_Rep1
SRR2932291	H3_Col_wt_Rep2
SRR866864	H3K27me3_ChIPSeq_in_brm_rep2
SRR866865	Input_in_wt
SRR866866	Input_in_brm
SRR866861	H3K27me3_ChIPSeq_in_wt_rep1
SRR866862	H3K27me3_ChIPSeq_in_wt_rep2
SRR5224476	WT_H3K14ac_rep1
SRR3928041	AZF1_ChIP_from_Col_-_bioRep_1
SRR3928040	Input_chromatin_from_Col_-_bioRep_3
SRR3928043	AZF1_ChIP_from_Col_-_bioRep_3
SRR3928042	AZF1_ChIP_from_Col_-_bioRep_2
SRR3928045	BPC1_ChIP_from_Col_-_bioRep_2
SRR3928044	BPC1_ChIP_from_Col_-_bioRep_1
SRR3928046	BPC1_ChIP_from_Col_-_bioRep_3
SRR5398680	COL_ENAP1_C2H4_input
ERR970500	IgG_PE74_(SWD,_EON,_BR2)
ERR970503	K27ac_PE8_(SOW,_EOD,_BR1)
ERR970502	K27ac_PE7_(SOW,_EON,_BR1)
ERR970505	K27ac_PE19_(SOW,_EOD,_BR2)
ERR970504	K27ac_PE18_(SOW,_EON,_BR2)
ERR970507	K27ac_PE43_(SWD,_EOD,_BR1);_Arabidopsis_Leaf_6
ERR970506	K27ac_PE42_(SWD,_EON,_BR1)
ERR970509	K27ac_PE75_(SWD,_EOD,_BR2);_Arabidopsis_Leaf_6
SRR5224473	acc1-5_H3K27ac_rep1
SRR3486612	ein2_air_ENAP1_input_rep2
SRR3928038	Input_chromatin_from_Col_-_bioRep_1
SRR3486611	ein2_air_ENAP1_input_rep1
SRR4039499	Hybrid_vigour_(heterosis)_has_been_used_for_decades_in_crop_industries,_especially_in_the_production_of_maize_and_rice._Hybrid_varieties_usually_exceed_their_parents_in_plant_biomass_and_seed_yield._But_the_molecular_basis_of_hybrid_vigour_is_not_fully_understood._Previous_studies_have_suggested_that_epigenetic_systems_could_play_a_role_in_heterosis._In_this_project,_we_investigated_genome-wide_patterns_of_four_histone_marks_in_Arabidopsis_hybrids_at_a_germination_stage_of_seeds.
SRR4420302	IP_for_eH3.3_atrx-1_rep2
SRR4420303	Input_for_eH3.3
SRR4420300	IP_for_eH3.3_rep2
SRR4420301	IP_for_eH3.3_atrx-1_rep1
SRR5364429	H3.3KD_H3_#1
SRR5364428	WT_H3K36me3_#2
SRR5364423	WT_H1_#1
SRR5364422	WT_H2AZ_#2
SRR5364421	WT_H2A.Z_#1
SRR5364420	WT_H3_#2
SRR5364427	WT_H3K36me3_#1
SRR5364426	WT_H3K4me3_#2
SRR5364425	WT_H3K4me3_#1
SRR5364424	WT_H1_#2
SRR5440770	AtCGA1_INPUT_Rep2
SRR5440771	AtCGA1_INPUT_Rep2
SRR4039490	Hybrid_vigour_(heterosis)_has_been_used_for_decades_in_crop_industries,_especially_in_the_production_of_maize_and_rice._Hybrid_varieties_usually_exceed_their_parents_in_plant_biomass_and_seed_yield._But_the_molecular_basis_of_hybrid_vigour_is_not_fully_understood._Previous_studies_have_suggested_that_epigenetic_systems_could_play_a_role_in_heterosis._In_this_project,_we_investigated_genome-wide_patterns_of_four_histone_marks_in_Arabidopsis_hybrids_at_a_germination_stage_of_seeds.
SRR6078573	Arabidopsis_thaliana_Col-0,_7-day_split,_cell_culture,_ChIP-seq_H3K9me2
SRR1999291	WT_H3_ChIP_rep
SRR4039492	Hybrid_vigour_(heterosis)_has_been_used_for_decades_in_crop_industries,_especially_in_the_production_of_maize_and_rice._Hybrid_varieties_usually_exceed_their_parents_in_plant_biomass_and_seed_yield._But_the_molecular_basis_of_hybrid_vigour_is_not_fully_understood._Previous_studies_have_suggested_that_epigenetic_systems_could_play_a_role_in_heterosis._In_this_project,_we_investigated_genome-wide_patterns_of_four_histone_marks_in_Arabidopsis_hybrids_at_a_germination_stage_of_seeds.
SRR3928033	Input_chromatin_from_C24_-_bioRep_2
SRR645797	Col-0_3-day_etiolated_seedlings,_no_ethylene_treatment
SRR645796	Col-0_3-day_etiolated_seedlings,_no_ethylene_treatment
SRR645795	Col-0_3-day_etiolated_seedlings,_no_ethylene_treatment
SRR3611016	input_TSA_3h_rep1
SRR4039494	Hybrid_vigour_(heterosis)_has_been_used_for_decades_in_crop_industries,_especially_in_the_production_of_maize_and_rice._Hybrid_varieties_usually_exceed_their_parents_in_plant_biomass_and_seed_yield._But_the_molecular_basis_of_hybrid_vigour_is_not_fully_understood._Previous_studies_have_suggested_that_epigenetic_systems_could_play_a_role_in_heterosis._In_this_project,_we_investigated_genome-wide_patterns_of_four_histone_marks_in_Arabidopsis_hybrids_at_a_germination_stage_of_seeds.
SRR1451415	MBD7-5-Myc-ChIP-rep1
SRR1451414	MBD7-5-Input-rep2
SRR5298629	WT-FIE_-_bioRep_1
SRR1451412	35S-SUC2-Myc-ChIP-rep2
SRR1451411	35S-SUC2-Myc-ChIP-rep1
SRR4039495	Hybrid_vigour_(heterosis)_has_been_used_for_decades_in_crop_industries,_especially_in_the_production_of_maize_and_rice._Hybrid_varieties_usually_exceed_their_parents_in_plant_biomass_and_seed_yield._But_the_molecular_basis_of_hybrid_vigour_is_not_fully_understood._Previous_studies_have_suggested_that_epigenetic_systems_could_play_a_role_in_heterosis._In_this_project,_we_investigated_genome-wide_patterns_of_four_histone_marks_in_Arabidopsis_hybrids_at_a_germination_stage_of_seeds.
SRR4039496	Hybrid_vigour_(heterosis)_has_been_used_for_decades_in_crop_industries,_especially_in_the_production_of_maize_and_rice._Hybrid_varieties_usually_exceed_their_parents_in_plant_biomass_and_seed_yield._But_the_molecular_basis_of_hybrid_vigour_is_not_fully_understood._Previous_studies_have_suggested_that_epigenetic_systems_could_play_a_role_in_heterosis._In_this_project,_we_investigated_genome-wide_patterns_of_four_histone_marks_in_Arabidopsis_hybrids_at_a_germination_stage_of_seeds.
SRR4039497	Hybrid_vigour_(heterosis)_has_been_used_for_decades_in_crop_industries,_especially_in_the_production_of_maize_and_rice._Hybrid_varieties_usually_exceed_their_parents_in_plant_biomass_and_seed_yield._But_the_molecular_basis_of_hybrid_vigour_is_not_fully_understood._Previous_studies_have_suggested_that_epigenetic_systems_could_play_a_role_in_heterosis._In_this_project,_we_investigated_genome-wide_patterns_of_four_histone_marks_in_Arabidopsis_hybrids_at_a_germination_stage_of_seeds.
SRR6243356	WT_mock_ChIP
SRR6243357	WT_mock_ChIP
SRR6243354	WT_mock_ChIP
SRR6243355	WT_mock_ChIP
SRR6243352	WT_mock_ChIP
SRR6243353	WT_mock_ChIP
ERR860848	CONTROL_H3ac
SRR6243351	WT_mock_ChIP
ERR860846	TSA_H3ac
ERR860847	CONTROL_H3ac
ERR860844	APO_H3ac
ERR860845	TSA_H3ac
ERR860842	CONTROL_input
ERR860843	APO_H3ac
SRR6243358	SOG1-Myc_zeocin_ChIP
SRR6243359	SOG1-Myc_zeocin_ChIP
SRR3610982	input_water_3h_rep1
SRR5440757	AtGNC_IP_Rep1
SRR3938632	GFP_leaf	
SRR2046529	Col-H3
SRR037710	ChIP-seq_of_histone_modifications_with_aerial_tissue_of_two-weeks_old_seedlings
SRR2046520	input
SRR520356	Col_ChIP
SRR3610987	input_water_3h_rep2
ERR1399326	E-MTAB-4684:Sample_11;_Sample_11
ERR1399327	E-MTAB-4684:Sample_12;_Sample_12
ERR1399324	E-MTAB-4684:Sample_1;_Sample_1
ERR1399325	E-MTAB-4684:Sample_10;_Sample_10
ERR1399328	E-MTAB-4684:Sample_13;_Sample_13
ERR1399329	E-MTAB-4684:Sample_14;_Sample_14
SRR2932276	input_ws_wt_Rep1
SRR2155682	32_Pol2ChIP_dcl234
SRR2155680	30_Pol2ChIP_Col
SRR2155681	31_Pol2ChIP_nrpd1
SRR3228523	WT_H3K27me3
SRR3228527	WT_INPUT
SRR3228526	WT_H3
SRR3228525	WT_H3K9me2
SRR3228524	WT_H3K4me3
SRR3228529	pold2_H3K4me3
SRR3228528	pold2_H3K27me3
SRR5224477	WT_H3K18ac_rep1
SRR3486616	ein2_C2H4_ENAP1_input_rep2
SRR5224475	WT_H3K9ac_rep1
SRR3486614	ein2_ENAP1_C2H4_ChIPseq_rep2
SRR3486613	ein2_ENAP1_C2H4_ChIPseq_rep1
SRR5224472	acc1-5_acla-1i-1_mock_H3K27ac_rep2
SRR5224471	acc1-5_acla-1i-1_induced_H3K27ac_rep2
SRR3486610	ein2_ENAP1_air_ChIPseq_rep2
SRR1999296	drm12cmt23_H3K23ac_ChIP_rep
SRR1999297	suvh456_H3_ChIP_rep
SRR1999294	drm12cmt23_H3_ChIP_rep
SRR1999295	drm12cmt23_H3K9me2_ChIP_rep
SRR1999292	WT_H3K9me2_ChIP_rep
SRR1999293	WT_H3K23ac_ChIP_rep
SRR5224479	WT_H4K8ac_rep1
SRR5224478	WT_H4K5ac_rep1
SRR167699	rev-ctrl
SRR167698	rev
SRR942014	drm2_H3K4m2_ChIP_(replicate_2)
SRR942015	nrpe1_H3K4m2_ChIP_(replicate_2)
SRR942016	nrpd1_H3K4m2_ChIP_(replicate_2)
SRR942017	Col_H3K4m3_ChIP_(replicate_2)
SRR942010	ldl1_ldl2_H3K4m3_ChIP_(replicate_1)
SRR942011	jmj14_ldl1_ldl2_H3K4m3_ChIP_(replicate_1)
SRR942012	Col_H3K4m2_ChIP_(replicate_2)
SRR942013	jmj14_ldl1_ldl2_H3K4m2_ChIP_(replicate_2)
SRR6184655	WT_H3K4me3
SRR6184654	WT_H2A.Z	
SRR942018	jmj14_ldl1_ldl2_H3K4m3_ChIP_(replicate_2)
SRR943789	prr7-3_PRR7::HA-PRR7_#151_IP_(ExpI)
SRR6184651	arp6_H2A.Z	
SRR3418041	AT1G49720_ABF1_EtOH_ChIP_rep3
SRR3418040	AT1G49720_ABF1_ABA_ChIP_rep3
SRR3418043	AT2G46270_GBF3_EtOH_ChIP_rep1
SRR3418042	AT2G46270_GBF3_ABA_ChIP_rep1
SRR3418045	AT2G46270_GBF3_EtOH_ChIP_rep2
SRR3418044	AT2G46270_GBF3_ABA_ChIP_rep2
SRR3418047	AT2G46270_GBF3_EtOH_ChIP_rep3
SRR3418046	AT2G46270_GBF3_ABA_ChIP_rep3
SRR3418049	AT5G63790_ANAC102_EtOH_ChIP_rep1
SRR3418048	AT5G63790_ANAC102_ABA_ChIP_rep1
SRR943787	prr7-3_IP_(ExpI)
SRR943786	prr7-3_Input_(ExpI)
SRR3095222	Root_protoplasts_from_Arabidopsis_thaliana_for_TARGET_system.
SRR1168323	At_H3K27me1_rep1
SRR6057740	Arabidopsis_thaliana_Col-0,_7-day_split,_cell_culture,_2_week_dark-adapted,_ChIP-seq_H3K27me3
SRR1168324	At_H3K27me1_rep2
SRR5681414	at-endosperm-h3k9m2_replicate2_col_wt_x_col_4n-ahl10
SRR5681415	at-endosperm-h3_replicate2_col_wt_x_col_4n-ahl10
SRR2979639	ein2_mutant_in_COL-0_background_for_air_treatment
SRR4733907	BAF60_ChIPseq
SRR3611018	input_TSA_3h_rep2
SRR970145	At_H3K4me3_rep2
SRR3611013	input_TSA_3h_rep1
SRR3611012	input_GSNO_cPTIO_3h_rep2
SRR3611011	input_GSNO_cPTIO_3h_rep2
SRR3611010	input_GSNO_cPTIO_3h_rep2
SRR3611017	input_TSA_3h_rep2
SRR4733908	H3K9Ac_ChIPseq_Input
SRR3611015	input_TSA_3h_rep1
SRR3611014	input_TSA_3h_rep1
SRR6785137	
SRR6785136	
SRR6785135	
SRR2932277	input_ws_wt_Rep2
SRR6785139	
SRR6785138	
SRR6785142	
SRR970148	At_INPUT-ChIP_rep1
SRR6785143	
SRR6785140	
SRR6785141	
SRR5201548	CHH_input1,_rep_1
SRR5201549	CHH_input1,_rep_2
SRR520362	NRPE1_ChIP_rdm1_mutant
SRR1635488	Plant_shoots_sample_from_Arabidopsis_thaliana
SRR1635489	Plant_shoots_sample_from_Arabidopsis_thaliana
SRR5224490	acc1-5_acla-1i-1_induced_input
SRR1635487	Plant_shoots_sample_from_Arabidopsis_thaliana
SRR520360	NRPE1_ChIP_drd1_mutant
SRR520361	NRPE1_ChIP_dms3_mutant
SRR1774026	HA_REF6-ZnF-HA
SRR1023818	121119_LJ_ChIPseq_index_14_rawreads_50bp.qseq.gz
SRR1023819	130513_LJ_ChIP_index_2_rawreads_50bp.qseq.gz
SRR1023816	121119_LJ_ChIPseq_index_12_rawreads_50bp.qseq.gz
SRR1023817	121119_LJ_ChIPseq_index_13_rawreads_50bp.qseq.gz
SRR1023814	121119_LJ_ChIPseq_index_10_rawreads_50bp.qseq.gz
SRR1023815	121119_LJ_ChIPseq_index_11_rawreads_50bp.qseq.gz
SRR1023813	121119_LJ_ChIPseq_index_9_rawreads_50bp.qseq.gz
SRR1774027	H3K27me3_Col
SRR1774024	HA_Col
ERR664390	E-MTAB-3045:PPD2_HBH
ERR664391	E-MTAB-3045:Control
SRR394081	input_genomic_DNA_for_HTR13
ERR655303	E-MTAB-3019:FRS12_HBH_N1
ERR655302	E-MTAB-3019:FRS12_HBH_N2
ERR655301	E-MTAB-3019:NLS_GFP_HBH_N2
SRR037879	ChIP-seq_of_histone_modifications_with_aerial_tissue_of_two-weeks_old_seedlings
SRR1774025	HA_REF6-HA
SRR943790	prr7-3_PRR7::HA-PRR7_#151_IP_(ExpII)
SRR3611019	input_TSA_3h_rep2
ERR970512	K27me3_PE18_(SOW,_EON,_BR2);_Arabidopsis_Leaf_6
ERR970513	K27me3_PE19_(SOW,_EOD,_BR2);_Arabidopsis_Leaf_6
ERR970510	K27me3_PE7_(SOW,_EON,_BR1);_Arabidopsis_Leaf_6
SRR4733906	BAF60_ChIPseq_Input
ERR970516	K27me3_PE74_(SWD,_EON,_BR2);_Arabidopsis_Leaf_6
ERR970517	K27me3_PE75_(SWD,_EOD,_BR2);_Arabidopsis_Leaf_6
ERR970514	K27me3_PE42_(SWD,_EON,_BR1);_Arabidopsis_Leaf_6
ERR970515	K27me3_PE43_(SWD,_EOD,_BR1);_Arabidopsis_Leaf_6
ERR970518	K4me3_PE7_(SOW,_EON,_BR1)
ERR970519	K4me3_PE8_(SOW,_EOD,_BR1)
SRR646241	Col-0_3-day_etiolated_seedlings,_24_hour_ethylene_treatment
SRR1451416	MBD7-5-Myc-ChIP-rep2
SRR5440767	AtCGA1_IP_Rep2
SRR5440766	AtCGA1_IP_Rep2
SRR5440765	AtCGA1_IP_Rep1
SRR5440764	AtCGA1_IP_Rep1
SRR5440763	AtGNC_INPUT_Rep2
SRR5440762	AtGNC_INPUT_Rep2
SRR5440761	AtGNC_INPUT_Rep1
SRR5440760	AtGNC_INPUT_Rep1
SRR4733909	H3K9Ac_in_WT
SRR5440769	AtCGA1_INPUT_Rep1
SRR5440768	AtCGA1_INPUT_Rep1
SRR1167741	(Negative_Control_for_SVP-ChIPSeq)_35S:GFP_rep1
SRR1167740	svp-41_FLC_FRI_rep3
SRR1167743	(Negative_Control_for_SVP-ChIPSeq)_35S:GFP_rep2
SRR1167742	(Negative_Control_for_SVP-ChIPSeq)_35S:GFP_rep1
SRR1167745	(Negative_Control_for_FLC-ChIPSeq)_svp-41_flc-3_FRI_rep1
SRR1167744	(Negative_Control_for_SVP-ChIPSeq)_35S:GFP_rep3
SRR1167747	(Negative_Control_for_FLC-ChIPSeq)_svp-41_flc-3_FRI_rep3
SRR1167746	(Negative_Control_for_FLC-ChIPSeq)_svp-41_flc-3_FRI_rep2
SRR2177372	WT_Pst
SRR2177373	morc1-2_Pst
SRR2177370	WT_Pst
SRR1774029	H3K27me3_REF6-HA
SRR546579	35S:RPS4-HS_eds1-2,_no-antibody_control,_4h,_rep2
SRR546578	35S:RPS4-HS_eds1-2,_no-antibody_control,_4h,_rep1
SRR546577	35S:RPS4-HS,_no-antibody_control,_4h,_rep2
SRR546576	35S:RPS4-HS,_no-antibody_control,_4h,_rep1
SRR546575	Col-0,_no-antibody_control,_4h,_rep2
SRR546574	Col-0,_no-antibody_control,_4h,_rep1
SRR546573	35S:RPS4-HS_eds1-2,_IP_anti-HA,_4h,_rep2
SRR546572	35S:RPS4-HS_eds1-2,_IP_anti-HA,_4h,_rep1
SRR546571	35S:RPS4-HS,_IP_anti-HA,_4h,_rep2
SRR546570	35S:RPS4-HS,_IP_anti-HA,_4h,_rep1
SRR645799	Col-0_3-day_etiolated_seedlings,_no_ethylene_treatment
SRR6078572	Arabidopsis_thaliana_Col-0,_7-day_split,_cell_culture,_H3K9me2_ChIP_Input_reference
SRR3271833	35S::FRG1-YFP_NHS_R3
SRR3271832	35S::FRG1-YFP_NHS_R2
SRR3271831	35S::FRG1-YFP_NHS_R1
SRR3271830	35S::FRG1-YFP_ACC_R3
